"problem_id","function_name","starter_code","language"
"915","check_subset_list","def check_subset_list(list1, list2):
    pass","python"
"916","first_Repeated_Char","def first_Repeated_Char(str):
    pass","python"
"917","min_Operations","def min_Operations(A,B):
    pass","python"
"918","extract_min_max","def extract_min_max(test_tup, K):
    pass","python"
"919","replace_max_specialchar","def replace_max_specialchar(text,n):
    pass","python"
"920","first_even","def first_even(nums):
    pass","python"
"921","check_type","def check_type(test_tuple):
    pass","python"
"922","is_majority","def is_majority(arr, n, x):
    pass","python"
"923","count_Set_Bits","def count_Set_Bits(n):
    pass","python"
"924","find_Min","def find_Min(arr,low,high):
    pass","python"
"925","odd_values_string","def odd_values_string(str):
    pass","python"
"926","min_of_three","def min_of_three(a,b,c):
    pass","python"
"927","all_Bits_Set_In_The_Given_Range","def all_Bits_Set_In_The_Given_Range(n,l,r):
    pass","python"
"928","re_arrange_array","def re_arrange_array(arr, n):
    pass","python"
"929","replace_blank","def replace_blank(str1,char):
    pass","python"
"930","max_sum","def max_sum(tri, n):
    pass","python"
"931","larg_nnum","def larg_nnum(list1,n):
    pass","python"
"932","lateralsuface_cylinder","def lateralsuface_cylinder(r,h):
    pass","python"
"933","volume_cube","def volume_cube(l):
    pass","python"
"934","even_bit_set_number","def even_bit_set_number(n):
    pass","python"
"935","No_of_Triangle","def No_of_Triangle(N,K):
    pass","python"
"936","check_occurences","def check_occurences(test_list):
    pass","python"
"937","number_of_substrings","def number_of_substrings(str):
    pass","python"
"938","get_total_number_of_sequences","def get_total_number_of_sequences(m,n):
    pass","python"
"939","replace_list","def replace_list(list1,list2):
    pass","python"
"940","array_3d","def array_3d(m,n,o):
    pass","python"
"941","count_charac","def count_charac(str1):
    pass","python"
"942","sort_on_occurence","def sort_on_occurence(lst):
    pass","python"
"943","next_Perfect_Square","def next_Perfect_Square(N):
    pass","python"
"944","max_sum","def max_sum(arr, n):
    pass","python"
"945","babylonian_squareroot","def babylonian_squareroot(number):
    pass","python"
"946","lps","def lps(str):
    pass","python"
"947","harmonic_sum","def harmonic_sum(n):
    pass","python"
"948","intersection_array","def intersection_array(array_nums1,array_nums2):
    pass","python"
"949","count_X","def count_X(tup, x):
    pass","python"
"950","insert_element","def insert_element(list,element):
    pass","python"
"951","convert","def convert(numbers):
    pass","python"
"952","count_integer","def count_integer(list1):
    pass","python"
"953","words_ae","def words_ae(text):
    pass","python"
"954","combinations_colors","def combinations_colors(l, n):
    pass","python"
"955","count_Primes_nums","def count_Primes_nums(n):
    pass","python"
"956","swap_numbers","def swap_numbers(a,b):
    pass","python"
"957","count_odd","def count_odd(array_nums):
    pass","python"
"958","maximize_elements","def maximize_elements(test_tup1, test_tup2):
    pass","python"
"959","newman_prime","def newman_prime(n):
    pass","python"
"960","division_elements","def division_elements(test_tup1, test_tup2):
    pass","python"
"961","split_two_parts","def split_two_parts(list1, L):
    pass","python"
"962","merge_dict","def merge_dict(d1,d2):
    pass","python"
"963","dog_age","def dog_age(h_age):
    pass","python"
"964","list_split","def list_split(S, step):
    pass","python"
"965","lateralsurface_cube","def lateralsurface_cube(l):
    pass","python"
"966","square_Sum","def square_Sum(n):
    pass","python"
"967","find_star_num","def find_star_num(n):
    pass","python"
"968","ascii_value","def ascii_value(k):
    pass","python"
"969","sum_even_and_even_index","def sum_even_and_even_index(arr,n):
    pass","python"
"970","even_Power_Sum","def even_Power_Sum(n):
    pass","python"
"971","rear_extract","def rear_extract(test_list):
    pass","python"
"972","substract_elements","def substract_elements(test_tup1, test_tup2):
    pass","python"
"973","even_binomial_Coeff_Sum","def even_binomial_Coeff_Sum(n):
    pass","python"
"974","get_Position","def get_Position(a,n,m):
    pass","python"
"975","volume_cylinder","def volume_cylinder(r,h):
    pass","python"
"976","dict_filter","def dict_filter(dict,n):
    pass","python"
"977","count_first_elements","def count_first_elements(test_tup):
    pass","python"
"978","is_num_decagonal","def is_num_decagonal(n):
    pass","python"
"979","sequential_search","def sequential_search(dlist, item):
    pass","python"
"980","all_unique","def all_unique(test_list):
    pass","python"
"981","sub_list","def sub_list(nums1,nums2):
    pass","python"
"982","validate","def validate(n):
    pass","python"
"983","check_element","def check_element(list,element):
    pass","python"
"984","text_match_two_three","def text_match_two_three(text):
    pass","python"
"985","max_sub_array_sum_repeated","def max_sub_array_sum_repeated(a, n, k):
    pass","python"
"986","square_Sum","def square_Sum(n):
    pass","python"
"987","modular_inverse","def modular_inverse(arr, N, P):
    pass","python"
"988","odd_Days","def odd_Days(N):
    pass","python"
"989","max_length","def max_length(list1):
    pass","python"
"990","count_no_of_ways","def count_no_of_ways(n, k):
    pass","python"
"991","find","def find(n,m):
    pass","python"
"992","otherside_rightangle","def otherside_rightangle(w,h):
    pass","python"
"993","max_val","def max_val(listval):
    pass","python"
"994","sum_div","def sum_div(number):
    pass","python"
"995","get_Inv_Count","def get_Inv_Count(arr,n):
    pass","python"
"996","flatten_list","def flatten_list(list1):
    pass","python"
"997","intersection_nested_lists","def intersection_nested_lists(l1, l2):
    pass","python"
"998","max_aggregate","def max_aggregate(stdata):
    pass","python"
"999","count_binary_seq","def count_binary_seq(n):
    pass","python"
"1000","dict_depth","def dict_depth(d):
    pass","python"
"1001","set_Bit_Number","def set_Bit_Number(n):
    pass","python"
"1002","solve","def solve(a,n):
    pass","python"
"1003","find_Element","def find_Element(arr,ranges,rotations,index):
    pass","python"
"1004","start_withp","def start_withp(words):
    pass","python"
"1005","max_sum_increasing_subseq","def max_sum_increasing_subseq(a, n, index, k):
    pass","python"
"1006","colon_tuplex","def colon_tuplex(tuplex,m,n):
    pass","python"
"1007","large_product","def large_product(nums1, nums2, N):
    pass","python"
"1008","maximum","def maximum(a,b):
    pass","python"
"1009","string_to_tuple","def string_to_tuple(str1):
    pass","python"
"1010","set_left_most_unset_bit","def set_left_most_unset_bit(n):
    pass","python"
"1011","volume_cone","def volume_cone(r,h):
    pass","python"
"1012","pos_nos","def pos_nos(list1):
    pass","python"
"1013","max_sum_rectangular_grid","def max_sum_rectangular_grid(grid, n):
    pass","python"
"1014","find_Max_Len_Even","def find_Max_Len_Even(str):
    pass","python"
"1015","find_last_occurrence","def find_last_occurrence(A, x):
    pass","python"
"1016","modified_encode","def modified_encode(alist):
    pass","python"
"1017","max_volume","def max_volume(s):
    pass","python"
"1018","find_long_word","def find_long_word(text):
    pass","python"
"1019","sum_difference","def sum_difference(n):
    pass","python"
"1020","find_demlo","def find_demlo(s):
    pass","python"
"1021","position_min","def position_min(list1):
    pass","python"
"1022","right_rotate","def right_rotate(arr, n, out_of_place, cur):
    pass","python"
"1023","sum_of_alternates","def sum_of_alternates(test_tuple):
    pass","python"
"1024","get_Min_Squares","def get_Min_Squares(n):
    pass","python"
"1025","most_occurrences","def most_occurrences(test_list):
    pass","python"
"1026","check_isosceles","def check_isosceles(x,y,z):
    pass","python"
"1027","rotate_left","def rotate_left(list1,m,n):
    pass","python"
"1028","neg_count","def neg_count(list):
    pass","python"
"1029","find_char","def find_char(text):
    pass","python"
"1030","count_unset_bits","def count_unset_bits(n):
    pass","python"
"1031","char_frequency","def char_frequency(str1):
    pass","python"
"1032","Sort","def Sort(sub_li):
    pass","python"
"1033","check_Validity","def check_Validity(a,b,c):
    pass","python"
"1034","ap_sum","def ap_sum(a,n,d):
    pass","python"
"1035","check_monthnum","def check_monthnum(monthname1):
    pass","python"
"1036","text_match_word","def text_match_word(text):
    pass","python"
"1037","check_Equality","def check_Equality(s):
    pass","python"
"1038","find_Divisor","def find_Divisor(x,y):
    pass","python"
"1039","sum_three_smallest_nums","def sum_three_smallest_nums(lst):
    pass","python"
"1040","set_to_tuple","def set_to_tuple(s):
    pass","python"
"1041","__init__","def __init__(self, value, list_num, index):
    pass","python"
"1042","dig_let","def dig_let(s):
    pass","python"
"1043","count_Odd_Squares","def count_Odd_Squares(n,m):
    pass","python"
"1044","diff_consecutivenums","def diff_consecutivenums(nums):
    pass","python"
"1045","zigzag","def zigzag(n, k):
    pass","python"
"1046","count_Squares","def count_Squares(m,n):
    pass","python"
"1047","bin_coff","def bin_coff(n, r):
    pass","python"
"1048","check","def check(string):
    pass","python"
"1049","minimum_Length","def minimum_Length(s):
    pass","python"
"1050","first_Element","def first_Element(arr,n,k):
    pass","python"
"1051","unique_Characters","def unique_Characters(str):
    pass","python"
"1052","remove_column","def remove_column(list1, n):
    pass","python"
"1053","tn_ap","def tn_ap(a,n,d):
    pass","python"
"1054","count_Rectangles","def count_Rectangles(radius):
    pass","python"
"1055","find_angle","def find_angle(a,b):
    pass","python"
"1056","find_max","def find_max(test_list):
    pass","python"
"1057","moddiv_list","def moddiv_list(nums1,nums2):
    pass","python"
"1058","Check_Solution","def Check_Solution(a,b,c):
    pass","python"
"1059","get_carol","def get_carol(n):
    pass","python"
"1060","remove_empty","def remove_empty(list1):
    pass","python"
"1061","max_occurrences","def max_occurrences(nums):
    pass","python"
"1062","add_K_element","def add_K_element(test_list, K):
    pass","python"
"1063","make_flip","def make_flip(ch):
    pass","python"
"1064","count_Digit","def count_Digit(n):
    pass","python"
"1065","adjacent_num_product","def adjacent_num_product(list_nums):
    pass","python"
"1066","__init__","def __init__(self, data):
    pass","python"
"1067","repeat_tuples","def repeat_tuples(test_tup, N):
    pass","python"
"1068","lateralsurface_cuboid","def lateralsurface_cuboid(l,w,h):
    pass","python"
"1069","float_sort","def float_sort(price):
    pass","python"
"1070","smallest_missing","def smallest_missing(A, left_element, right_element):
    pass","python"
"1071","heap_assending","def heap_assending(nums):
    pass","python"
"1072","volume_cuboid","def volume_cuboid(l,w,h):
    pass","python"
"1073","permute_string","def permute_string(str):
    pass","python"
"1074","round_num","def round_num(n,m):
    pass","python"
"1075","remove_replica","def remove_replica(test_tup):
    pass","python"
"1076","remove_Char","def remove_Char(s,c):
    pass","python"
"1077","move_first","def move_first(test_list):
    pass","python"
"1078","surfacearea_cuboid","def surfacearea_cuboid(l,w,h):
    pass","python"
"1079","multi_list","def multi_list(rownum,colnum):
    pass","python"
"1080","index_on_inner_list","def index_on_inner_list(list_data, index_no):
    pass","python"
"1081","find_rotation_count","def find_rotation_count(A):
    pass","python"
"1082","even_bit_toggle_number","def even_bit_toggle_number(n):
    pass","python"
"1083","frequency_Of_Smallest","def frequency_Of_Smallest(n,arr):
    pass","python"
"1084","get_perrin","def get_perrin(n):
    pass","python"
"1085","swap_count","def swap_count(s):
    pass","python"
"1086","even_or_odd","def even_or_odd(N):
    pass","python"
"1087","highest_Power_of_2","def highest_Power_of_2(n):
    pass","python"
"1088","find_lucas","def find_lucas(n):
    pass","python"
"1089","add_string","def add_string(list,string):
    pass","python"
"1090","convert_list_dictionary","def convert_list_dictionary(l1, l2, l3):
    pass","python"
"1091","get_max_sum","def get_max_sum(n):
    pass","python"
"1092","max_length_list","def max_length_list(input_list):
    pass","python"
"1093","check_distinct","def check_distinct(test_tup):
    pass","python"
"1094","first_non_repeating_character","def first_non_repeating_character(str1):
    pass","python"
"1095","check_char","def check_char(string):
    pass","python"
"1096","median_numbers","def median_numbers(a,b,c):
    pass","python"
"1097","sum_of_digits","def sum_of_digits(nums):
    pass","python"
"1098","bitwise_xor","def bitwise_xor(test_tup1, test_tup2):
    pass","python"
"1099","extract_freq","def extract_freq(test_list):
    pass","python"
"1100","add_nested_tuples","def add_nested_tuples(test_tup1, test_tup2):
    pass","python"
"1101","ncr_modp","def ncr_modp(n, r, p):
    pass","python"
"1102","is_valid_URL","def is_valid_URL(str):
    pass","python"
"1103","minimum","def minimum(a,b):
    pass","python"
"1104","check_tuplex","def check_tuplex(tuplex,tuple1):
    pass","python"
"1105","find_Parity","def find_Parity(x):
    pass","python"
"1106","rearrange_bigger","def rearrange_bigger(n):
    pass","python"
"1107","k_smallest_pairs","def k_smallest_pairs(nums1, nums2, k):
    pass","python"
"1108","min_product_tuple","def min_product_tuple(list1):
    pass","python"
"1109","min_val","def min_val(listval):
    pass","python"
"1110","snake_to_camel","def snake_to_camel(word):
    pass","python"
"1111","remove_odd","def remove_odd(l):
    pass","python"
"1112","extract_nth_element","def extract_nth_element(list1, n):
    pass","python"
"1113","overlapping","def overlapping(list1,list2):
    pass","python"
"1114","max_Product","def max_Product(arr):
    pass","python"
"1115","breakSum","def breakSum(n):
    pass","python"
"1116","group_tuples","def group_tuples(Input):
    pass","python"
"1117","Find_Max","def Find_Max(lst):
    pass","python"
"1118","round_and_sum","def round_and_sum(list1):
    pass","python"
"1119","cube_Sum","def cube_Sum(n):
    pass","python"
"1120","concatenate_tuple","def concatenate_tuple(test_tup):
    pass","python"
"1121","find_Average_Of_Cube","def find_Average_Of_Cube(n):
    pass","python"
"1122","get_maxgold","def get_maxgold(gold, m, n):
    pass","python"
"1123","extract_rear","def extract_rear(test_tuple):
    pass","python"
"1124","count_element_in_list","def count_element_in_list(list1, x):
    pass","python"
"1125","filter_oddnumbers","def filter_oddnumbers(nums):
    pass","python"
"1126","change_date_format","def change_date_format(dt):
    pass","python"
"1127","shell_sort","def shell_sort(my_list):
    pass","python"
"1128","and_tuples","def and_tuples(test_tup1, test_tup2):
    pass","python"
"1129","parabola_directrix","def parabola_directrix(a, b, c):
    pass","python"
"1130","common_element","def common_element(list1, list2):
    pass","python"
"1131","median_trapezium","def median_trapezium(base1,base2,height):
    pass","python"
"1132","check_greater","def check_greater(arr, number):
    pass","python"
"1133","text_match_one","def text_match_one(text):
    pass","python"
"1134","last_Digit","def last_Digit(n):
    pass","python"
"1135","neg_nos","def neg_nos(list1):
    pass","python"
"1136","remove_odd","def remove_odd(str1):
    pass","python"
"1137","count_bidirectional","def count_bidirectional(test_list):
    pass","python"
"1138","multiple_to_single","def multiple_to_single(L):
    pass","python"
"1139","find_adverb_position","def find_adverb_position(text):
    pass","python"
"1140","surfacearea_cube","def surfacearea_cube(l):
    pass","python"
"1141","positive_count","def positive_count(nums):
    pass","python"
"1142","largest_neg","def largest_neg(list1):
    pass","python"
"1143","trim_tuple","def trim_tuple(test_list, K):
    pass","python"
"1144","index_multiplication","def index_multiplication(test_tup1, test_tup2):
    pass","python"
"1145","count_Occurrence","def count_Occurrence(tup, lst):
    pass","python"
"1146","cube_nums","def cube_nums(nums):
    pass","python"
"1147","cal_sum","def cal_sum(n):
    pass","python"
"1148","check_Triangle","def check_Triangle(x1,y1,x2,y2,x3,y3):
    pass","python"
"1149","extract_string","def extract_string(str, l):
    pass","python"
"1150","remove_whitespaces","def remove_whitespaces(text1):
    pass","python"
"1151","loss_amount","def loss_amount(actual_cost,sale_amount):
    pass","python"
"1152","sumofFactors","def sumofFactors(n):
    pass","python"
"1153","text_match_wordz","def text_match_wordz(text):
    pass","python"
"1154","check_monthnumb_number","def check_monthnumb_number(monthnum2):
    pass","python"
"1155","reverse_string_list","def reverse_string_list(stringlist):
    pass","python"
"1156","Find_Min","def Find_Min(lst):
    pass","python"
"1157","rectangle_area","def rectangle_area(l,b):
    pass","python"
"1158","remove_uppercase","def remove_uppercase(str1):
    pass","python"
"1159","Extract","def Extract(lst):
    pass","python"
"1160","upper_ctr","def upper_ctr(str):
    pass","python"
"1161","combinations_list","def combinations_list(list1):
    pass","python"
"1162","max_subarray_product","def max_subarray_product(arr):
    pass","python"
"1163","check_value","def check_value(dict, n):
    pass","python"
"1164","drop_empty","def drop_empty(dict1):
    pass","python"
"1165","find_peak_util","def find_peak_util(arr, low, high, n):
    pass","python"
"1166","decimal_to_Octal","def decimal_to_Octal(deciNum):
    pass","python"
"1167","max_product","def max_product(arr, n):
    pass","python"
"1168","max_profit","def max_profit(price, k):
    pass","python"
"1169","add_pairwise","def add_pairwise(test_tup):
    pass","python"
"1170","find_remainder","def find_remainder(arr, lens, n):
    pass","python"
"1171","check_Consecutive","def check_Consecutive(l):
    pass","python"
"1172","tuple_intersection","def tuple_intersection(test_list1, test_list2):
    pass","python"
"1173","replace_char","def replace_char(str1,ch,newch):
    pass","python"
"1174","sort_counter","def sort_counter(dict1):
    pass","python"
"1175","big_sum","def big_sum(nums):
    pass","python"
"1176","is_lower","def is_lower(string):
    pass","python"
"1177","remove_lowercase","def remove_lowercase(str1):
    pass","python"
"1178","first_Digit","def first_Digit(n):
    pass","python"
"1179","get_max_occuring_char","def get_max_occuring_char(str1):
    pass","python"
"1180","is_subset_sum","def is_subset_sum(set, n, sum):
    pass","python"
"1181","match","def match(text):
    pass","python"
"1182","first_Factorial_Divisible_Number","def first_Factorial_Divisible_Number(x):
    pass","python"
"1183","remove_matching_tuple","def remove_matching_tuple(test_list1, test_list2):
    pass","python"
"1184","is_palindrome","def is_palindrome(n):
    pass","python"
"1185","nCr","def nCr(n, r):
    pass","python"
"1186","sort_tuple","def sort_tuple(tup):
    pass","python"
"1187","area_pentagon","def area_pentagon(a):
    pass","python"
"1188","frequency_Of_Largest","def frequency_Of_Largest(n,arr):
    pass","python"
"1189","extract_symmetric","def extract_symmetric(test_list):
    pass","python"
"1190","sum_gp","def sum_gp(a,n,r):
    pass","python"
"1191","binary_search","def binary_search(item_list,item):
    pass","python"
"1192","calculate_polygons","def calculate_polygons(startx, starty, endx, endy, radius):
    pass","python"
"1193","binary_to_integer","def binary_to_integer(test_tup):
    pass","python"
"1194","remove_lowercase","def remove_lowercase(str1):
    pass","python"
"1195","heap_queue_smallest","def heap_queue_smallest(nums,n):
    pass","python"
"1196","surfacearea_cone","def surfacearea_cone(r,h):
    pass","python"
"1197","gcd","def gcd(x, y):
    pass","python"
"1198","diameter_circle","def diameter_circle(r):
    pass","python"
"1199","concatenate_elements","def concatenate_elements(list):
    pass","python"
"1200","ngcd","def ngcd(x,y):
    pass","python"
"1201","find","def find(n,m):
    pass","python"
"1202","add_consecutive_nums","def add_consecutive_nums(nums):
    pass","python"
"1203","sum_Of_Series","def sum_Of_Series(n):
    pass","python"
"1204","re_order","def re_order(A):
    pass","python"
"1205","permutation_coefficient","def permutation_coefficient(n, k):
    pass","python"
"1206","remove_words","def remove_words(list1, removewords):
    pass","python"
"1207","same_order","def same_order(l1, l2):
    pass","python"
"1208","average_Odd","def average_Odd(n):
    pass","python"
"1209","no_of_subsequences","def no_of_subsequences(arr, k):
    pass","python"
"1210","find_Min_Sum","def find_Min_Sum(num):
    pass","python"
"1211","flatten","def flatten(test_tuple):
    pass","python"
"1212","add_str","def add_str(test_tup, K):
    pass","python"
"1213","sum_elements","def sum_elements(test_tup):
    pass","python"
"1214","modular_sum","def modular_sum(arr, n, m):
    pass","python"
"1215","radix_sort","def radix_sort(nums):
    pass","python"
"1216","largest_pos","def largest_pos(list1):
    pass","python"
"1217","sqrt_root","def sqrt_root(num):
    pass","python"
"1218","volume_tetrahedron","def volume_tetrahedron(num):
    pass","python"
"1219","find_lcm","def find_lcm(num1, num2):
    pass","python"
"1220","check_isosceles","def check_isosceles(x,y,z):
    pass","python"
"1221","lbs","def lbs(arr):
    pass","python"
"1222","check_string","def check_string(str1):
    pass","python"
"1223","max_sum_increasing_subsequence","def max_sum_increasing_subsequence(arr, n):
    pass","python"
"1224","parallel_lines","def parallel_lines(line1, line2):
    pass","python"
"1225","capitalize_first_last_letters","def capitalize_first_last_letters(str1):
    pass","python"
"1226","get_pairs_count","def get_pairs_count(arr, n, sum):
    pass","python"
"1227","min_length","def min_length(list1):
    pass","python"
"1228","jacobsthal_lucas","def jacobsthal_lucas(n):
    pass","python"
"1229","negative_count","def negative_count(nums):
    pass","python"
"1230","min_coins","def min_coins(coins, m, V):
    pass","python"
"1231","check_permutation","def check_permutation(str1, str2):
    pass","python"
"1232","remove_datatype","def remove_datatype(test_tuple, data_type):
    pass","python"
"1233","search_literal","def search_literal(pattern,text):
    pass","python"
"1234","topbottom_surfacearea","def topbottom_surfacearea(r):
    pass","python"
"1235","nth_items","def nth_items(list,n):
    pass","python"
"1236","first_repeated_word","def first_repeated_word(str1):
    pass","python"
"1237","string_list_to_tuple","def string_list_to_tuple(str1):
    pass","python"
"1238","basesnum_coresspondingnum","def basesnum_coresspondingnum(bases_num,index):
    pass","python"
"1239","find_Diff","def find_Diff(arr,n):
    pass","python"
"1240","get_sum","def get_sum(n):
    pass","python"
"1241","fill_spaces","def fill_spaces(text):
    pass","python"
"1242","count_digits","def count_digits(num1,num2):
    pass","python"
"1243","flatten_tuple","def flatten_tuple(test_list):
    pass","python"
"1244","take_L_and_F_set_bits","def take_L_and_F_set_bits(n):
    pass","python"
"1245","last_occurence_char","def last_occurence_char(string,char):
    pass","python"
"1246","Total_Hamming_Distance","def Total_Hamming_Distance(n):
    pass","python"
"1247","longest_increasing_subsequence","def longest_increasing_subsequence(arr):
    pass","python"
"1248","odd_Num_Sum","def odd_Num_Sum(n):
    pass","python"
"1249","find_Max","def find_Max(arr,low,high):
    pass","python"
"1250","extract_column","def extract_column(list1, n):
    pass","python"
"1251","Seq_Linear","def Seq_Linear(seq_nums):
    pass","python"
"1252","tuple_to_float","def tuple_to_float(test_tup):
    pass","python"
"1253","Split","def Split(list):
    pass","python"
"1254","difference","def difference(n):
    pass","python"
"1255","find_Odd_Pair","def find_Odd_Pair(A,N):
    pass","python"
"1256","toggle_string","def toggle_string(string):
    pass","python"
"1257","digit_distance_nums","def digit_distance_nums(n1, n2):
    pass","python"
"1258","max_sub_array_sum","def max_sub_array_sum(a, size):
    pass","python"
"1259","union_elements","def union_elements(test_tup1, test_tup2):
    pass","python"
"1260","assign_elements","def assign_elements(test_list):
    pass","python"
"1261","Find_Max_Length","def Find_Max_Length(lst):
    pass","python"
"1262","extract_values","def extract_values(text):
    pass","python"
"1263","count_Pairs","def count_Pairs(arr,n):
    pass","python"
"1264","split","def split(word):
    pass","python"
"1265","sum_digits","def sum_digits(n):
    pass","python"
"1266","issort_list","def issort_list(list1):
    pass","python"
"1267","empty_list","def empty_list(length):
    pass","python"
"1268","sort_sublists","def sort_sublists(list1):
    pass","python"
"1269","remove_words","def remove_words(list1, charlist):
    pass","python"
"1270","max_sum_pair_diff_lessthan_K","def max_sum_pair_diff_lessthan_K(arr, N, K):
    pass","python"
"1271","two_unique_nums","def two_unique_nums(nums):
    pass","python"
"1272","unique_product","def unique_product(list_data):
    pass","python"
"1273","surfacearea_cylinder","def surfacearea_cylinder(r,h):
    pass","python"
"1274","count_no","def count_no(A,N,L,R):
    pass","python"
"1275","is_Sub_Array","def is_Sub_Array(A,B,n,m):
    pass","python"
"1276","last_Digit_Factorial","def last_Digit_Factorial(n):
    pass","python"
"1277","interleave_lists","def interleave_lists(list1,list2,list3):
    pass","python"
"1278","find_dissimilar","def find_dissimilar(test_tup1, test_tup2):
    pass","python"
"1279","even_ele","def even_ele(test_tuple, even_fnc):
    pass","python"
"1280","surface_Area","def surface_Area(b,s):
    pass","python"
"1281","my_dict","def my_dict(dict1):
    pass","python"
"1282","catalan_number","def catalan_number(num):
    pass","python"
"1283","find_adverbs","def find_adverbs(text):
    pass","python"
"1284","expensive_items","def expensive_items(items,n):
    pass","python"
"1285","split_Arr","def split_Arr(a,n,k):
    pass","python"
"1286","list_tuple","def list_tuple(listx):
    pass","python"
"1287","big_diff","def big_diff(nums):
    pass","python"
"1288","perfect_squares","def perfect_squares(a, b):
    pass","python"
"1289","polar_rect","def polar_rect(x,y):
    pass","python"
"1290","swap_List","def swap_List(newList):
    pass","python"
"1291","binomial_Coeff","def binomial_Coeff(n,k):
    pass","python"
"1292","removezero_ip","def removezero_ip(ip):
    pass","python"
"1293","diff_even_odd","def diff_even_odd(list1):
    pass","python"
"1294","min_Swaps","def min_Swaps(str1,str2):
    pass","python"
"1295","tuple_size","def tuple_size(tuple_list):
    pass","python"
"1296","find_kth","def find_kth(arr1, arr2, m, n, k):
    pass","python"
"1297","armstrong_number","def armstrong_number(number):
    pass","python"
"1298","sum_average","def sum_average(number):
    pass","python"
"1299","is_Even","def is_Even(n):
    pass","python"
"1300","__init__","def __init__(self, a, b):
    pass","python"
"1301","first_repeated_char","def first_repeated_char(str1):
    pass","python"
"1302","get_ludic","def get_ludic(n):
    pass","python"
"1303","reverse_words","def reverse_words(s):
    pass","python"
"1304","prime_num","def prime_num(num):
    pass","python"
"1305","radian_degree","def radian_degree(degree):
    pass","python"
"1306","find_literals","def find_literals(text, pattern):
    pass","python"
"1307","bell_Number","def bell_Number(n):
    pass","python"
"1308","floor_Min","def floor_Min(A,B,N):
    pass","python"
"1309","remove_kth_element","def remove_kth_element(list1, L):
    pass","python"
"1310","max_of_nth","def max_of_nth(test_list, N):
    pass","python"
"1311","merge","def merge(lst):
    pass","python"
"1312","maximum_value","def maximum_value(test_list):
    pass","python"
"1313","cummulative_sum","def cummulative_sum(test_list):
    pass","python"
"1314","average_tuple","def average_tuple(nums):
    pass","python"
"1315","tuple_modulo","def tuple_modulo(test_tup1, test_tup2):
    pass","python"
"1316","min_Jumps","def min_Jumps(a, b, d):
    pass","python"
"1317","div_list","def div_list(nums1,nums2):
    pass","python"
"1318","move_num","def move_num(test_str):
    pass","python"
"1319","largest_subset","def largest_subset(a, n):
    pass","python"
"1320","increment_numerics","def increment_numerics(test_list, K):
    pass","python"
"1321","get_median","def get_median(arr1, arr2, n):
    pass","python"
"1322","nth_nums","def nth_nums(nums,n):
    pass","python"
"1323","is_upper","def is_upper(string):
    pass","python"
"1324","swap_List","def swap_List(newList):
    pass","python"
"1325","triangle_area","def triangle_area(r):
    pass","python"
"1326","find_First_Missing","def find_First_Missing(array,start,end):
    pass","python"
"1327","replace_spaces","def replace_spaces(string):
    pass","python"
"1328","Split","def Split(list):
    pass","python"
"1329","adjac","def adjac(ele, sub = []):
    pass","python"
"1330","replace_spaces","def replace_spaces(text):
    pass","python"
"1331","move_zero","def move_zero(num_list):
    pass","python"
"1332","pair_OR_Sum","def pair_OR_Sum(arr,n):
    pass","python"
"1333","even_Power_Sum","def even_Power_Sum(n):
    pass","python"
"1334","heap_sort","def heap_sort(iterable):
    pass","python"
"1335","Check_Solution","def Check_Solution(a,b,c):
    pass","python"
"1336","noprofit_noloss","def noprofit_noloss(actual_cost,sale_amount):
    pass","python"
"1337","wind_chill","def wind_chill(v,t):
    pass","python"
"1338","sample_nam","def sample_nam(sample_names):
    pass","python"
"1339","remove_parenthesis","def remove_parenthesis(items):
    pass","python"
"1340","is_nonagonal","def is_nonagonal(n):
    pass","python"
"1341","remove_similar_row","def remove_similar_row(test_list):
    pass","python"
"1342","text_match_wordz_middle","def text_match_wordz_middle(text):
    pass","python"
"1343","reverse_Array_Upto_K","def reverse_Array_Upto_K(input, k):
    pass","python"
"1344","get_product","def get_product(val):
    pass","python"
"1345","No_of_cubes","def No_of_cubes(N,K):
    pass","python"
"1346","split_upperstring","def split_upperstring(text):
    pass","python"
"1347","exchange_elements","def exchange_elements(lst):
    pass","python"
"1348","sum_Range_list","def sum_Range_list(nums, m, n):
    pass","python"
"1349","are_Equal","def are_Equal(arr1,arr2,n,m):
    pass","python"
"1350","check_subset","def check_subset(test_tup1, test_tup2):
    pass","python"
"1351","matrix_to_list","def matrix_to_list(test_list):
    pass","python"
"1352","grouping_dictionary","def grouping_dictionary(l):
    pass","python"
"1353","rectangle_perimeter","def rectangle_perimeter(l,b):
    pass","python"
"1354","fifth_Power_Sum","def fifth_Power_Sum(n):
    pass","python"
"1355","find_Min_Sum","def find_Min_Sum(a,b,n):
    pass","python"
"1356","first_Digit","def first_Digit(n):
    pass","python"
"1357","max_occurrences","def max_occurrences(list1):
    pass","python"
"1358","Repeat","def Repeat(x):
    pass","python"
"1359","find_Points","def find_Points(l1,r1,l2,r2):
    pass","python"
"1360","max_sum_of_three_consecutive","def max_sum_of_three_consecutive(arr, n):
    pass","python"
"1361","sorted_dict","def sorted_dict(dict1):
    pass","python"
"1362","find_max_val","def find_max_val(n, x, y):
    pass","python"
"1363","average_Even","def average_Even(n):
    pass","python"
"1364","move_last","def move_last(num_list):
    pass","python"
