id,problem_id,function_name,starter_code,language
932,270,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<int> array) {
    int answer = 0;
    return answer;
}",cpp
933,270,solution,"def solution(array):
    answer = 0
    return answer",python
934,270,solution,"class Solution {
    public int solution(int[] array) {
        int answer = 0;
        return answer;
    }
}",java
935,271,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* my_string) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
936,271,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string my_string) {
    string answer = """";
    return answer;
}",cpp
937,271,solution,"def solution(my_string):
    answer = ''
    return answer",python
938,271,solution,"class Solution {
    public String solution(String my_string) {
        String answer = """";
        return answer;
    }
}",java
939,272,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int n, int t) {
    int answer = 0;
    return answer;
}",c
940,272,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int n, int t) {
    int answer = 0;
    return answer;
}",cpp
941,272,solution,"def solution(n, t):
    answer = 0
    return answer",python
942,272,solution,"class Solution {
    public int solution(int n, int t) {
        int answer = 0;
        return answer;
    }
}",java
943,273,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int n) {
    int answer = 0;
    return answer;
}",c
944,273,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int n) {
    int answer = 0;
    return answer;
}",cpp
945,273,solution,"def solution(n):
    answer = 0
    return answer",python
946,273,solution,"class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}",java
947,274,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* str1, const char* str2) {
    int answer = 0;
    return answer;
}",c
948,274,solution,"#include <string>
#include <vector>

using namespace std;

int solution(string str1, string str2) {
    int answer = 0;
    return answer;
}",cpp
949,274,solution,"def solution(str1, str2):
    answer = 0
    return answer",python
950,274,solution,"class Solution {
    public int solution(String str1, String str2) {
        int answer = 0;
        return answer;
    }
}",java
951,275,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// quiz_len은 배열 quiz의 길이입니다.
// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char** solution(const char* quiz[], size_t quiz_len) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char** answer = (char**)malloc(1);
    return answer;
}",c
952,275,solution,"#include <string>
#include <vector>

using namespace std;

vector<string> solution(vector<string> quiz) {
    vector<string> answer;
    return answer;
}",cpp
953,275,solution,"def solution(quiz):
    answer = []
    return answer",python
954,275,solution,"class Solution {
    public String[] solution(String[] quiz) {
        String[] answer = {};
        return answer;
    }
}",java
955,276,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int n) {
    int answer = 0;
    return answer;
}",c
956,276,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int n) {
    int answer = 0;
    return answer;
}",cpp
957,276,solution,"def solution(n):
    answer = 0
    return answer",python
958,276,solution,"class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}",java
959,277,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// numlist_len은 배열 numlist의 길이입니다.
int* solution(int n, int numlist[], size_t numlist_len) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
960,277,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(int n, vector<int> numlist) {
    vector<int> answer;
    return answer;
}",cpp
961,277,solution,"def solution(n, numlist):
    answer = []
    return answer",python
962,277,solution,"class Solution {
    public int[] solution(int n, int[] numlist) {
        int[] answer = {};
        return answer;
    }
}",java
963,278,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int num, int k) {
    int answer = 0;
    return answer;
}",c
964,278,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int num, int k) {
    int answer = 0;
    return answer;
}",cpp
965,278,solution,"def solution(num, k):
    answer = 0
    return answer",python
966,278,solution,"class Solution {
    public int solution(int num, int k) {
        int answer = 0;
        return answer;
    }
}",java
967,279,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// s1_len은 배열 s1의 길이입니다.
// s2_len은 배열 s2의 길이입니다.
// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* s1[], size_t s1_len, const char* s2[], size_t s2_len) {
    int answer = 0;
    return answer;
}",c
968,279,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<string> s1, vector<string> s2) {
    int answer = 0;
    return answer;
}",cpp
969,279,solution,"def solution(s1, s2):
    answer = 0
    return answer",python
970,279,solution,"class Solution {
    public int solution(String[] s1, String[] s2) {
        int answer = 0;
        return answer;
    }
}",java
971,280,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* my_string) {
    int answer = 0;
    return answer;
}",c
972,280,solution,"#include <string>
#include <vector>

using namespace std;

int solution(string my_string) {
    int answer = 0;
    return answer;
}",cpp
973,280,solution,"def solution(my_string):
    answer = 0
    return answer",python
974,280,solution,"class Solution {
    public int solution(String my_string) {
        int answer = 0;
        return answer;
    }
}",java
975,281,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// array_len은 배열 array의 길이입니다.
int* solution(int array[], size_t array_len) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
976,281,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(vector<int> array) {
    vector<int> answer;
    return answer;
}",cpp
977,281,solution,"def solution(array):
    answer = []
    return answer",python
978,281,solution,"class Solution {
    public int[] solution(int[] array) {
        int[] answer = {};
        return answer;
    }
}",java
979,282,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* message) {
    int answer = 0;
    return answer;
}",c
980,282,solution,"#include <string>
#include <vector>

using namespace std;

int solution(string message) {
    int answer = 0;
    return answer;
}",cpp
981,282,solution,"def solution(message):
    answer = 0
    return answer",python
982,282,solution,"class Solution {
    public int solution(String message) {
        int answer = 0;
        return answer;
    }
}",java
983,283,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int* solution(int n) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
984,283,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(int n) {
    vector<int> answer;
    return answer;
}",cpp
985,283,solution,"def solution(n):
    answer = []
    return answer",python
986,283,solution,"class Solution {
    public int[] solution(int n) {
        int[] answer = {};
        return answer;
    }
}",java
987,284,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* s) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
988,284,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string s) {
    string answer = """";
    return answer;
}",cpp
989,284,solution,"def solution(s):
    answer = ''
    return answer",python
990,284,solution,"class Solution {
    public String solution(String s) {
        String answer = """";
        return answer;
    }
}",java
991,285,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* my_string, int num1, int num2) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
992,285,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string my_string, int num1, int num2) {
    string answer = """";
    return answer;
}",cpp
993,285,solution,"def solution(my_string, num1, num2):
    answer = ''
    return answer",python
994,285,solution,"class Solution {
    public String solution(String my_string, int num1, int num2) {
        String answer = """";
        return answer;
    }
}",java
995,286,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
long long solution(const char* numbers) {
    long long answer = 0;
    return answer;
}",c
996,286,solution,"#include <string>
#include <vector>

using namespace std;

long long solution(string numbers) {
    long long answer = 0;
    return answer;
}",cpp
997,286,solution,"def solution(numbers):
    answer = 0
    return answer",python
998,286,solution,"class Solution {
    public long solution(String numbers) {
        long answer = 0;
        return answer;
    }
}",java
999,287,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* my_string) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
1000,287,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string my_string) {
    string answer = """";
    return answer;
}",cpp
1001,287,solution,"def solution(my_string):
    answer = ''
    return answer",python
1002,287,solution,"class Solution {
    public String solution(String my_string) {
        String answer = """";
        return answer;
    }
}",java
1003,288,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* cipher, int code) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
1004,288,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string cipher, int code) {
    string answer = """";
    return answer;
}",cpp
1005,288,solution,"def solution(cipher, code):
    answer = ''
    return answer",python
1006,288,solution,"class Solution {
    public String solution(String cipher, int code) {
        String answer = """";
        return answer;
    }
}",java
1007,289,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int order) {
    int answer = 0;
    return answer;
}",c
1008,289,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int order) {
    int answer = 0;
    return answer;
}",cpp
1009,289,solution,"def solution(order):
    answer = 0
    return answer",python
1010,289,solution,"class Solution {
    public int solution(int order) {
        int answer = 0;
        return answer;
    }
}",java
1011,290,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// array_len은 배열 array의 길이입니다.
int solution(int array[], size_t array_len, int n) {
    int answer = 0;
    return answer;
}",c
1012,290,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<int> array, int n) {
    int answer = 0;
    return answer;
}",cpp
1013,290,solution,"def solution(array, n):
    answer = 0
    return answer",python
1014,290,solution,"class Solution {
    public int solution(int[] array, int n) {
        int answer = 0;
        return answer;
    }
}",java
1015,291,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// sides_len은 배열 sides의 길이입니다.
int solution(int sides[], size_t sides_len) {
    int answer = 0;
    return answer;
}",c
1016,291,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<int> sides) {
    int answer = 0;
    return answer;
}",cpp
1017,291,solution,"def solution(sides):
    answer = 0
    return answer",python
1018,291,solution,"class Solution {
    public int solution(int[] sides) {
        int answer = 0;
        return answer;
    }
}",java
1019,292,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* my_string) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
1020,292,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string my_string) {
    string answer = """";
    return answer;
}",cpp
1021,292,solution,"def solution(my_string):
    answer = ''
    return answer",python
1022,292,solution,"class Solution {
    public String solution(String my_string) {
        String answer = """";
        return answer;
    }
}",java
1023,293,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int i, int j, int k) {
    int answer = 0;
    return answer;
}",c
1024,293,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int i, int j, int k) {
    int answer = 0;
    return answer;
}",cpp
1025,293,solution,"def solution(i, j, k):
    answer = 0
    return answer",python
1026,293,solution,"class Solution {
    public int solution(int i, int j, int k) {
        int answer = 0;
        return answer;
    }
}",java
1027,294,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* before, const char* after) {
    int answer = 0;
    return answer;
}",c
1028,294,solution,"#include <string>
#include <vector>

using namespace std;

int solution(string before, string after) {
    int answer = 0;
    return answer;
}",cpp
1029,294,solution,"def solution(before, after):
    answer = 0
    return answer",python
1030,294,solution,"class Solution {
    public int solution(String before, String after) {
        int answer = 0;
        return answer;
    }
}",java
1031,295,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* bin1, const char* bin2) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
1032,295,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string bin1, string bin2) {
    string answer = """";
    return answer;
}",cpp
1033,295,solution,"def solution(bin1, bin2):
    answer = ''
    return answer",python
1034,295,solution,"class Solution {
    public String solution(String bin1, String bin2) {
        String answer = """";
        return answer;
    }
}",java
1035,296,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int chicken) {
    int answer = -1;
    return answer;
}",c
1036,296,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int chicken) {
    int answer = -1;
    return answer;
}",cpp
1037,296,solution,"def solution(chicken):
    answer = -1
    return answer",python
1038,296,solution,"class Solution {
    public int solution(int chicken) {
        int answer = -1;
        return answer;
    }
}",java
1039,297,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// id_pw_len은 배열 id_pw의 길이입니다.
// db_rows는 2차원 배열 db의 행 길이, db_cols는 2차원 배열 db의 열 길이입니다.
// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* id_pw[], size_t id_pw_len, const char*** db, size_t db_rows, size_t db_cols) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
1040,297,solution,"#include <string>
#include <vector>

using namespace std;

string solution(vector<string> id_pw, vector<vector<string>> db) {
    string answer = """";
    return answer;
}",cpp
1041,297,solution,"def solution(id_pw, db):
    answer = ''
    return answer",python
1042,297,solution,"class Solution {
    public String solution(String[] id_pw, String[][] db) {
        String answer = """";
        return answer;
    }
}",java
1043,298,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// score_rows는 2차원 배열 score의 행 길이, score_cols는 2차원 배열 score의 열 길이입니다.
int* solution(int** score, size_t score_rows, size_t score_cols) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
1044,298,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(vector<vector<int>> score) {
    vector<int> answer;
    return answer;
}",cpp
1045,298,solution,"def solution(score):
    answer = []
    return answer",python
1046,298,solution,"class Solution {
    public int[] solution(int[][] score) {
        int[] answer = {};
        return answer;
    }
}",java
1047,299,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// numlist_len은 배열 numlist의 길이입니다.
int* solution(int numlist[], size_t numlist_len, int n) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
1048,299,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(vector<int> numlist, int n) {
    vector<int> answer;
    return answer;
}",cpp
1049,299,solution,"def solution(numlist, n):
    answer = []
    return answer",python
1050,299,solution,"class Solution {
    public int[] solution(int[] numlist, int n) {
        int[] answer = {};
        return answer;
    }
}",java
1051,300,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int a, int b) {
    int answer = 0;
    return answer;
}",c
1052,300,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int a, int b) {
    int answer = 0;
    return answer;
}",cpp
1053,300,solution,"def solution(a, b):
    answer = 0
    return answer",python
1054,300,solution,"class Solution {
    public int solution(int a, int b) {
        int answer = 0;
        return answer;
    }
}",java
1055,301,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// lines_rows는 2차원 배열 lines의 행 길이, lines_cols는 2차원 배열 lines의 열 길이입니다.
int solution(int** lines, size_t lines_rows, size_t lines_cols) {
    int answer = 0;
    return answer;
}",c
1056,301,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<vector<int>> lines) {
    int answer = 0;
    return answer;
}",cpp
1057,301,solution,"def solution(lines):
    answer = 0
    return answer",python
1058,301,solution,"class Solution {
    public int solution(int[][] lines) {
        int answer = 0;
        return answer;
    }
}",java
1059,302,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// dots_rows는 2차원 배열 dots의 행 길이, dots_cols는 2차원 배열 dots의 열 길이입니다.
int solution(int** dots, size_t dots_rows, size_t dots_cols) {
    int answer = 0;
    return answer;
}",c
1060,302,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<vector<int>> dots) {
    int answer = 0;
    return answer;
}",cpp
1061,302,solution,"def solution(dots):
    answer = 0
    return answer",python
1062,302,solution,"class Solution {
    public int solution(int[][] dots) {
        int answer = 0;
        return answer;
    }
}",java
1063,303,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int n) {
    int answer = 0;
    return answer;
}",c
1064,303,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int n) {
    int answer = 0;
    return answer;
}",cpp
1065,303,solution,"def solution(n):
    answer = 0
    return answer",python
1066,303,solution,"class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}",java
1067,304,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// spell_len은 배열 spell의 길이입니다.
// dic_len은 배열 dic의 길이입니다.
// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* spell[], size_t spell_len, const char* dic[], size_t dic_len) {
    int answer = 0;
    return answer;
}",c
1068,304,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<string> spell, vector<string> dic) {
    int answer = 0;
    return answer;
}",cpp
1069,304,solution,"def solution(spell, dic):
    answer = 0
    return answer",python
1070,304,solution,"class Solution {
    public int solution(String[] spell, String[] dic) {
        int answer = 0;
        return answer;
    }
}",java
1071,305,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// sides_len은 배열 sides의 길이입니다.
int solution(int sides[], size_t sides_len) {
    int answer = 0;
    return answer;
}",c
1072,305,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<int> sides) {
    int answer = 0;
    return answer;
}",cpp
1073,305,solution,"def solution(sides):
    answer = 0
    return answer",python
1074,305,solution,"class Solution {
    public int solution(int[] sides) {
        int answer = 0;
        return answer;
    }
}",java
1075,306,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// board_rows는 2차원 배열 board의 행 길이, board_cols는 2차원 배열 board의 열 길이입니다.
int solution(int** board, size_t board_rows, size_t board_cols) {
    int answer = 0;
    return answer;
}",c
1076,306,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<vector<int>> board) {
    int answer = 0;
    return answer;
}",cpp
1077,306,solution,"def solution(board):
    answer = 0
    return answer",python
1078,306,solution,"class Solution {
    public int solution(int[][] board) {
        int answer = 0;
        return answer;
    }
}",java
1079,307,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* my_string) {
    int answer = 0;
    return answer;
}",c
1080,307,solution,"#include <string>
#include <vector>

using namespace std;

int solution(string my_string) {
    int answer = 0;
    return answer;
}",cpp
1081,307,solution,"def solution(my_string):
    answer = 0
    return answer",python
1082,307,solution,"class Solution {
    public int solution(String my_string) {
        int answer = 0;
        return answer;
    }
}",java
1083,308,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* polynomial) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
1084,308,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string polynomial) {
    string answer = """";
    return answer;
}",cpp
1085,308,solution,"def solution(polynomial):
    answer = ''
    return answer",python
1086,308,solution,"class Solution {
    public String solution(String polynomial) {
        String answer = """";
        return answer;
    }
}",java
1087,309,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// numbers_len은 배열 numbers의 길이입니다.
int solution(int numbers[], size_t numbers_len) {
    int answer = 0;
    return answer;
}",c
1088,309,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<int> numbers) {
    int answer = 0;
    return answer;
}",cpp
1089,309,solution,"def solution(numbers):
    answer = 0
    return answer",python
1090,309,solution,"class Solution {
    public int solution(int[] numbers) {
        int answer = 0;
        return answer;
    }
}",java
1091,310,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// keyinput_len은 배열 keyinput의 길이입니다.
// board_len은 배열 board의 길이입니다.
// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int* solution(const char* keyinput[], size_t keyinput_len, int board[], size_t board_len) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
1092,310,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(vector<string> keyinput, vector<int> board) {
    vector<int> answer;
    return answer;
}",cpp
1093,310,solution,"def solution(keyinput, board):
    answer = []
    return answer",python
1094,310,solution,"class Solution {
    public int[] solution(String[] keyinput, int[] board) {
        int[] answer = {};
        return answer;
    }
}",java
1095,311,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// dots_rows는 2차원 배열 dots의 행 길이, dots_cols는 2차원 배열 dots의 열 길이입니다.
int solution(int** dots, size_t dots_rows, size_t dots_cols) {
    int answer = 0;
    return answer;
}",c
1096,311,solution,"#include <string>
#include <vector>

using namespace std;

int solution(vector<vector<int>> dots) {
    int answer = 0;
    return answer;
}",cpp
1097,311,solution,"def solution(dots):
    answer = 0
    return answer",python
1098,311,solution,"class Solution {
    public int solution(int[][] dots) {
        int answer = 0;
        return answer;
    }
}",java
1099,312,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// strlist_len은 배열 strlist의 길이입니다.
// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int* solution(const char* strlist[], size_t strlist_len) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
1100,312,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(vector<string> strlist) {
    vector<int> answer;
    return answer;
}",cpp
1101,312,solution,"def solution(strlist):
    answer = []
    return answer",python
1102,312,solution,"class Solution {
    public int[] solution(String[] strlist) {
        int[] answer = {};
        return answer;
    }
}",java
1103,313,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* s) {
    int answer = 0;
    return answer;
}",c
1104,313,solution,"#include <string>
#include <vector>

using namespace std;

int solution(string s) {
    int answer = 0;
    return answer;
}",cpp
1105,313,solution,"def solution(s):
    answer = 0
    return answer",python
1106,313,solution,"class Solution {
    public int solution(String s) {
        int answer = 0;
        return answer;
    }
}",java
1107,314,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int* solution(int n) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
1108,314,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(int n) {
    vector<int> answer;
    return answer;
}",cpp
1109,314,solution,"def solution(n):
    answer = []
    return answer",python
1110,314,solution,"class Solution {
    public int[] solution(int n) {
        int[] answer = {};
        return answer;
    }
}",java
1111,315,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int solution(const char* my_string) {
    int answer = 0;
    return answer;
}",c
1112,315,solution,"#include <string>
#include <vector>

using namespace std;

int solution(string my_string) {
    int answer = 0;
    return answer;
}",cpp
1113,315,solution,"def solution(my_string):
    answer = 0
    return answer",python
1114,315,solution,"class Solution {
    public int solution(String my_string) {
        int answer = 0;
        return answer;
    }
}",java
1115,316,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
int* solution(const char* my_string) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    int* answer = (int*)malloc(1);
    return answer;
}",c
1116,316,solution,"#include <string>
#include <vector>

using namespace std;

vector<int> solution(string my_string) {
    vector<int> answer;
    return answer;
}",cpp
1117,316,solution,"def solution(my_string):
    answer = []
    return answer",python
1118,316,solution,"class Solution {
    public int[] solution(String my_string) {
        int[] answer = {};
        return answer;
    }
}",java
1119,317,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

// 파라미터로 주어지는 문자열은 const로 주어집니다. 변경하려면 문자열을 복사해서 사용하세요.
char* solution(const char* my_string) {
    // return 값은 malloc 등 동적 할당을 사용해주세요. 할당 길이는 상황에 맞게 변경해주세요.
    char* answer = (char*)malloc(1);
    return answer;
}",c
1120,317,solution,"#include <string>
#include <vector>

using namespace std;

string solution(string my_string) {
    string answer = """";
    return answer;
}",cpp
1121,317,solution,"def solution(my_string):
    answer = ''
    return answer",python
1122,317,solution,"class Solution {
    public String solution(String my_string) {
        String answer = """";
        return answer;
    }
}",java
1123,318,solution,"#include <stdio.h>
#include <stdbool.h>
#include <stdlib.h>

int solution(int n) {
    int answer = 0;
    return answer;
}",c
1124,318,solution,"#include <string>
#include <vector>

using namespace std;

int solution(int n) {
    int answer = 0;
    return answer;
}",cpp
1125,318,solution,"def solution(n):
    answer = 0
    return answer",python
